cell	key	task	condition	run	started_at_CDT	source_run_dir	source_job_dir
di__b4k__otrc-su-partial	new-encrypt-command__otrc-su-partial__r1	new-encrypt-command	otrc-su-partial	1	2026-09-05T21:38:52.693859-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/new-encrypt-command/otrc-su-partial/run_1	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r1-1788659834570
di__b4k__otrc-su-partial	password-recovery__otrc-su-partial__r1	password-recovery	otrc-su-partial	1	2026-09-05T21:46:24.541442-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/password-recovery/otrc-su-partial/run_1	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r1-1788659834570
di__b4k__otrc-su-partial	path-tracing-reverse__otrc-su-partial__r1	path-tracing-reverse	otrc-su-partial	1	2026-09-05T20:58:05.076673-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/path-tracing-reverse/otrc-su-partial/run_1	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r1-1788659834570
di__b4k__otrc-su-partial	processing-pipeline__otrc-su-partial__r1	processing-pipeline	otrc-su-partial	1	2026-09-05T21:23:40.537633-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/processing-pipeline/otrc-su-partial/run_1	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r1-1788659834570
di__b4k__otrc-su-partial	prove-plus-comm__otrc-su-partial__r1	prove-plus-comm	otrc-su-partial	1	2026-09-05T20:57:16.083714-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/prove-plus-comm/otrc-su-partial/run_1	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r1-1788659834570
di__b4k__otrc-su-partial	pytorch-model-cli.hard__otrc-su-partial__r1	pytorch-model-cli.hard	otrc-su-partial	1	2026-09-05T21:03:13.634459-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/pytorch-model-cli.hard/otrc-su-partial/run_1	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r1-1788659834570
di__b4k__otrc-su-partial	qemu-alpine-ssh__otrc-su-partial__r1	qemu-alpine-ssh	otrc-su-partial	1	2026-09-05T21:10:53.951771-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/qemu-alpine-ssh/otrc-su-partial/run_1	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r1-1788659834570
di__b4k__otrc-su-partial	qemu-startup__otrc-su-partial__r1	qemu-startup	otrc-su-partial	1	2026-09-05T21:52:50.446521-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/qemu-startup/otrc-su-partial/run_1	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r1-1788659834570
di__b4k__otrc-su-partial	raman-fitting.easy__otrc-su-partial__r1	raman-fitting.easy	otrc-su-partial	1	2026-09-05T20:57:16.069233-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/raman-fitting.easy/otrc-su-partial/run_1	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r1-1788659834570
di__b4k__otrc-su-partial	sanitize-git-repo__otrc-su-partial__r1	sanitize-git-repo	otrc-su-partial	1	2026-09-05T21:17:17.332396-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/sanitize-git-repo/otrc-su-partial/run_1	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r1-1788659834570
di__b4k__otrc-su-partial	sanitize-git-repo.hard__otrc-su-partial__r1	sanitize-git-repo.hard	otrc-su-partial	1	2026-09-05T22:00:38.940907-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/sanitize-git-repo.hard/otrc-su-partial/run_1	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r1-1788659834570
di__b4k__otrc-su-partial	solana-data__otrc-su-partial__r1	solana-data	otrc-su-partial	1	2026-09-05T21:04:24.935084-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/solana-data/otrc-su-partial/run_1	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r1-1788659834570
di__b4k__otrc-su-partial	sqlite-with-gcov__otrc-su-partial__r1	sqlite-with-gcov	otrc-su-partial	1	2026-09-05T21:04:28.458943-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/sqlite-with-gcov/otrc-su-partial/run_1	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r1-1788659834570
di__b4k__otrc-su-partial	super-benchmark-upet__otrc-su-partial__r1	super-benchmark-upet	otrc-su-partial	1	2026-09-05T21:36:32.600806-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/super-benchmark-upet/otrc-su-partial/run_1	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r1-1788659834570
di__b4k__otrc-su-partial	swe-bench-astropy-2__otrc-su-partial__r1	swe-bench-astropy-2	otrc-su-partial	1	2026-09-05T21:49:46.700265-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/swe-bench-astropy-2/otrc-su-partial/run_1	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r1-1788659834570
di__b4k__otrc-su-partial	swe-bench-fsspec__otrc-su-partial__r1	swe-bench-fsspec	otrc-su-partial	1	2026-09-05T21:21:19.299340-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/swe-bench-fsspec/otrc-su-partial/run_1	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r1-1788659834570
di__b4k__otrc-su-partial	tmux-advanced-workflow__otrc-su-partial__r1	tmux-advanced-workflow	otrc-su-partial	1	2026-09-05T20:57:16.022957-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/tmux-advanced-workflow/otrc-su-partial/run_1	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r1-1788659834570
di__b4k__otrc-su-partial	write-compressor__otrc-su-partial__r1	write-compressor	otrc-su-partial	1	2026-09-05T21:43:20.738499-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/write-compressor/otrc-su-partial/run_1	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r1-1788659834570
di__b4k__otrc-su-partial	blind-maze-explorer-5x5__otrc-su-partial__r2	blind-maze-explorer-5x5	otrc-su-partial	2	2026-09-05T23:53:34.590560-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/blind-maze-explorer-5x5/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	blind-maze-explorer-algorithm__otrc-su-partial__r2	blind-maze-explorer-algorithm	otrc-su-partial	2	2026-09-05T23:13:12.321148-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/blind-maze-explorer-algorithm/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	cartpole-rl-training__otrc-su-partial__r2	cartpole-rl-training	otrc-su-partial	2	2026-09-05T23:54:31.121781-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/cartpole-rl-training/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	count-dataset-tokens__otrc-su-partial__r2	count-dataset-tokens	otrc-su-partial	2	2026-09-05T22:51:09.350348-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/count-dataset-tokens/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	crack-7z-hash.hard__otrc-su-partial__r2	crack-7z-hash.hard	otrc-su-partial	2	2026-09-05T23:34:13.001734-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/crack-7z-hash.hard/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	csv-to-parquet__otrc-su-partial__r2	csv-to-parquet	otrc-su-partial	2	2026-09-05T23:07:56.373776-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/csv-to-parquet/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	decommissioning-service-with-sensitive-data__otrc-su-partial__r2	decommissioning-service-with-sensitive-data	otrc-su-partial	2	2026-09-05T23:53:23.155851-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/decommissioning-service-with-sensitive-data/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	download-youtube__otrc-su-partial__r2	download-youtube	otrc-su-partial	2	2026-09-05T23:40:36.522896-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/download-youtube/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	eval-mteb__otrc-su-partial__r2	eval-mteb	otrc-su-partial	2	2026-09-05T23:03:38.762767-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/eval-mteb/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	eval-mteb.hard__otrc-su-partial__r2	eval-mteb.hard	otrc-su-partial	2	2026-09-05T23:47:07.955726-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/eval-mteb.hard/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	extract-moves-from-video__otrc-su-partial__r2	extract-moves-from-video	otrc-su-partial	2	2026-09-05T23:14:06.589149-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/extract-moves-from-video/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	fibonacci-server__otrc-su-partial__r2	fibonacci-server	otrc-su-partial	2	2026-09-05T22:59:25.443828-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/fibonacci-server/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	fix-git__otrc-su-partial__r2	fix-git	otrc-su-partial	2	2026-09-05T23:28:33.133963-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/fix-git/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	fix-pandas-version__otrc-su-partial__r2	fix-pandas-version	otrc-su-partial	2	2026-09-05T23:06:49.449360-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/fix-pandas-version/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	fix-permissions__otrc-su-partial__r2	fix-permissions	otrc-su-partial	2	2026-09-05T22:56:40.938621-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/fix-permissions/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	git-workflow-hack__otrc-su-partial__r2	git-workflow-hack	otrc-su-partial	2	2026-09-05T23:27:48.118103-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/git-workflow-hack/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	gpt2-codegolf__otrc-su-partial__r2	gpt2-codegolf	otrc-su-partial	2	2026-09-05T23:01:33.070612-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/gpt2-codegolf/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	heterogeneous-dates__otrc-su-partial__r2	heterogeneous-dates	otrc-su-partial	2	2026-09-05T23:55:10.582934-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/heterogeneous-dates/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	hf-model-inference__otrc-su-partial__r2	hf-model-inference	otrc-su-partial	2	2026-09-05T23:03:45.179505-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/hf-model-inference/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	incompatible-python-fasttext__otrc-su-partial__r2	incompatible-python-fasttext	otrc-su-partial	2	2026-09-05T22:50:13.908308-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/incompatible-python-fasttext/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	intrusion-detection__otrc-su-partial__r2	intrusion-detection	otrc-su-partial	2	2026-09-05T23:22:04.704198-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/intrusion-detection/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	modernize-fortran-build__otrc-su-partial__r2	modernize-fortran-build	otrc-su-partial	2	2026-09-05T23:12:58.299725-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/modernize-fortran-build/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	new-encrypt-command__otrc-su-partial__r2	new-encrypt-command	otrc-su-partial	2	2026-09-05T23:20:29.080460-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/new-encrypt-command/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	password-recovery__otrc-su-partial__r2	password-recovery	otrc-su-partial	2	2026-09-05T23:30:15.939184-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/password-recovery/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	path-tracing-reverse__otrc-su-partial__r2	path-tracing-reverse	otrc-su-partial	2	2026-09-05T22:50:50.864117-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/path-tracing-reverse/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	processing-pipeline__otrc-su-partial__r2	processing-pipeline	otrc-su-partial	2	2026-09-05T23:11:03.094333-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/processing-pipeline/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	prove-plus-comm__otrc-su-partial__r2	prove-plus-comm	otrc-su-partial	2	2026-09-05T22:50:13.912760-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/prove-plus-comm/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	pytorch-model-cli.hard__otrc-su-partial__r2	pytorch-model-cli.hard	otrc-su-partial	2	2026-09-05T22:51:23.739844-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/pytorch-model-cli.hard/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	qemu-alpine-ssh__otrc-su-partial__r2	qemu-alpine-ssh	otrc-su-partial	2	2026-09-05T23:02:47.612059-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/qemu-alpine-ssh/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	qemu-startup__otrc-su-partial__r2	qemu-startup	otrc-su-partial	2	2026-09-05T23:36:41.650596-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/qemu-startup/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	raman-fitting.easy__otrc-su-partial__r2	raman-fitting.easy	otrc-su-partial	2	2026-09-05T22:50:13.903985-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/raman-fitting.easy/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	sanitize-git-repo__otrc-su-partial__r2	sanitize-git-repo	otrc-su-partial	2	2026-09-05T23:07:43.565434-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/sanitize-git-repo/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	sanitize-git-repo.hard__otrc-su-partial__r2	sanitize-git-repo.hard	otrc-su-partial	2	2026-09-05T23:47:00.267898-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/sanitize-git-repo.hard/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	solana-data__otrc-su-partial__r2	solana-data	otrc-su-partial	2	2026-09-05T22:57:13.702306-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/solana-data/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	sqlite-with-gcov__otrc-su-partial__r2	sqlite-with-gcov	otrc-su-partial	2	2026-09-05T22:57:16.571720-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/sqlite-with-gcov/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	super-benchmark-upet__otrc-su-partial__r2	super-benchmark-upet	otrc-su-partial	2	2026-09-05T23:14:08.442895-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/super-benchmark-upet/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	swe-bench-astropy-2__otrc-su-partial__r2	swe-bench-astropy-2	otrc-su-partial	2	2026-09-05T23:34:59.886042-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/swe-bench-astropy-2/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	swe-bench-fsspec__otrc-su-partial__r2	swe-bench-fsspec	otrc-su-partial	2	2026-09-05T23:10:18.245962-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/swe-bench-fsspec/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	tmux-advanced-workflow__otrc-su-partial__r2	tmux-advanced-workflow	otrc-su-partial	2	2026-09-05T22:50:13.859153-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/tmux-advanced-workflow/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	write-compressor__otrc-su-partial__r2	write-compressor	otrc-su-partial	2	2026-09-05T23:28:34.924572-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/write-compressor/otrc-su-partial/run_2	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r2-1788666612369
di__b4k__otrc-su-partial	blind-maze-explorer-5x5__otrc-su-partial__r3	blind-maze-explorer-5x5	otrc-su-partial	3	2026-09-06T01:37:35.131685-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/blind-maze-explorer-5x5/otrc-su-partial/run_3	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r3-1788672542340
di__b4k__otrc-su-partial	blind-maze-explorer-algorithm__otrc-su-partial__r3	blind-maze-explorer-algorithm	otrc-su-partial	3	2026-09-06T00:55:39.977189-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/blind-maze-explorer-algorithm/otrc-su-partial/run_3	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r3-1788672542340
di__b4k__otrc-su-partial	cartpole-rl-training__otrc-su-partial__r3	cartpole-rl-training	otrc-su-partial	3	2026-09-06T01:39:27.092316-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/cartpole-rl-training/otrc-su-partial/run_3	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r3-1788672542340
di__b4k__otrc-su-partial	count-dataset-tokens__otrc-su-partial__r3	count-dataset-tokens	otrc-su-partial	3	2026-09-06T00:30:12.896882-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/count-dataset-tokens/otrc-su-partial/run_3	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r3-1788672542340
di__b4k__otrc-su-partial	crack-7z-hash.hard__otrc-su-partial__r3	crack-7z-hash.hard	otrc-su-partial	3	2026-09-06T01:17:29.882951-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/crack-7z-hash.hard/otrc-su-partial/run_3	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r3-1788672542340
di__b4k__otrc-su-partial	csv-to-parquet__otrc-su-partial__r3	csv-to-parquet	otrc-su-partial	3	2026-09-06T00:49:13.342945-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/csv-to-parquet/otrc-su-partial/run_3	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r3-1788672542340
di__b4k__otrc-su-partial	decommissioning-service-with-sensitive-data__otrc-su-partial__r3	decommissioning-service-with-sensitive-data	otrc-su-partial	3	2026-09-06T01:35:58.739603-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/decommissioning-service-with-sensitive-data/otrc-su-partial/run_3	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r3-1788672542340
di__b4k__otrc-su-partial	download-youtube__otrc-su-partial__r3	download-youtube	otrc-su-partial	3	2026-09-06T01:23:53.068264-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/download-youtube/otrc-su-partial/run_3	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r3-1788672542340
di__b4k__otrc-su-partial	eval-mteb__otrc-su-partial__r3	eval-mteb	otrc-su-partial	3	2026-09-06T00:42:02.703141-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/eval-mteb/otrc-su-partial/run_3	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r3-1788672542340
di__b4k__otrc-su-partial	eval-mteb.hard__otrc-su-partial__r3	eval-mteb.hard	otrc-su-partial	3	2026-09-06T01:33:21.747957-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/eval-mteb.hard/otrc-su-partial/run_3	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r3-1788672542340
di__b4k__otrc-su-partial	extract-moves-from-video__otrc-su-partial__r3	extract-moves-from-video	otrc-su-partial	3	2026-09-06T00:56:10.107136-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/extract-moves-from-video/otrc-su-partial/run_3	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r3-1788672542340
di__b4k__otrc-su-partial	fibonacci-server__otrc-su-partial__r3	fibonacci-server	otrc-su-partial	3	2026-09-06T00:37:51.457308-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/fibonacci-server/otrc-su-partial/run_3	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r3-1788672542340
di__b4k__otrc-su-partial	fix-git__otrc-su-partial__r3	fix-git	otrc-su-partial	3	2026-09-06T01:12:23.985623-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/fix-git/otrc-su-partial/run_3	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r3-1788672542340
di__b4k__otrc-su-partial	fix-pandas-version__otrc-su-partial__r3	fix-pandas-version	otrc-su-partial	3	2026-09-06T00:45:05.113971-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/fix-pandas-version/otrc-su-partial/run_3	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r3-1788672542340
di__b4k__otrc-su-partial	fix-permissions__otrc-su-partial__r3	fix-permissions	otrc-su-partial	3	2026-09-06T00:31:35.226462-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/fix-permissions/otrc-su-partial/run_3	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r3-1788672542340
di__b4k__otrc-su-partial	git-workflow-hack__otrc-su-partial__r3	git-workflow-hack	otrc-su-partial	3	2026-09-06T01:11:04.536634-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/git-workflow-hack/otrc-su-partial/run_3	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r3-1788672542340
di__b4k__otrc-su-partial	gpt2-codegolf__otrc-su-partial__r3	gpt2-codegolf	otrc-su-partial	3	2026-09-06T00:38:38.842164-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/gpt2-codegolf/otrc-su-partial/run_3	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r3-1788672542340
di__b4k__otrc-su-partial	heterogeneous-dates__otrc-su-partial__r3	heterogeneous-dates	otrc-su-partial	3	2026-09-06T01:41:59.338638-05:00	ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/heterogeneous-dates/otrc-su-partial/run_3	logs/harbor_jobs/terminalbench/devstral24b/devstral24b-otrc-su-partial-r3-1788672542340
