task,run,model,section,primitive,condition,cell,budget,depth,difficulty,cohorts,cause,cause_label,cause_detail,resolved,failure_mode,exit_status,exit_status_source,harness_returncode,ctx_error_in_log,model_ctx_window,step_count,max_step_prompt_tokens,total_tokens,latency_e2e_s,latency_llm_s,patch_generated,compression_events,seeded_from,run_dir
scikit-learn__scikit-learn-14629,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,timeout,1500 s harness timeout,,False,silent_crash,,outcomes_csv,-1,False,102400,47,18195,463067,1500.02,324.993,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-14629/full-context/run_1
scikit-learn__scikit-learn-14629,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,102,26331,1425724,1500.03,957.006,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-14629/full-context/run_3
scikit-learn__scikit-learn-14710,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,False,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,34750,2761504,1379.31,981.554,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-14710/full-context/run_2
scikit-learn__scikit-learn-14983,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,36,15199,311440,278.69,141.88,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-14983/full-context/run_2
scikit-learn__scikit-learn-14983,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,54,20722,705412,484.97,437.123,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-14983/full-context/run_3
scikit-learn__scikit-learn-15100,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,22,11728,166079,156.98,135.395,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-15100/full-context/run_1
scikit-learn__scikit-learn-15100,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,18,8734,102864,125.72,105.112,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-15100/full-context/run_2
scikit-learn__scikit-learn-25102,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,1-4 hours,p100;new70,timeout,1500 s harness timeout,,False,silent_crash,,outcomes_csv,-1,False,102400,104,44406,2822180,1500.0,1250.954,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-25102/full-context/run_1
scikit-learn__scikit-learn-25102,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,1-4 hours,p100;new70,timeout,1500 s harness timeout,,False,silent_crash,,outcomes_csv,-1,False,102400,44,36269,718877,1500.02,1266.693,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-25102/full-context/run_2
scikit-learn__scikit-learn-25102,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,56,55525,1360868,1435.68,1372.676,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-25102/full-context/run_3
scikit-learn__scikit-learn-25747,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;abl30,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,47,27747,828485,469.14,313.861,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-25747/full-context/run_1
scikit-learn__scikit-learn-25747,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;abl30,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,71,43864,1799471,693.12,629.702,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-25747/full-context/run_2
scikit-learn__scikit-learn-25747,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;abl30,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,37820,3337754,1463.04,1180.772,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-25747/full-context/run_3
scikit-learn__scikit-learn-25931,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,51,19046,572767,950.31,596.856,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-25931/full-context/run_2
scikit-learn__scikit-learn-25973,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,<15 min fix,p100;new70,step_limit,125 step limit (LimitsExceeded),,False,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,22098,1804607,855.43,824.041,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-25973/full-context/run_1
scikit-learn__scikit-learn-25973,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,109,38779,2304301,1160.45,772.441,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-25973/full-context/run_2
scikit-learn__scikit-learn-26194,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,44,25302,588851,737.34,640.941,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-26194/full-context/run_1
scikit-learn__scikit-learn-26323,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;abl30,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,94,56097,2205674,1500.01,971.018,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-26323/full-context/run_1
scikit-learn__scikit-learn-26323,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;abl30,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,54,29307,935571,369.81,284.42,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/scikit-learn__scikit-learn-26323/full-context/run_2
sympy__sympy-12419,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,120,37863,2013742,1500.0,715.613,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-12419/full-context/run_1
sympy__sympy-12419,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,timeout,1500 s harness timeout,,False,silent_crash,,outcomes_csv,-1,False,102400,101,35412,1897949,1500.0,1357.703,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-12419/full-context/run_2
sympy__sympy-12419,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,108,33783,1619861,1500.02,1212.682,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-12419/full-context/run_3
sympy__sympy-12489,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,1-4 hours,p100;new70,timeout,1500 s harness timeout,,False,silent_crash,,outcomes_csv,-1,False,102400,101,29083,1832713,1500.0,1106.279,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-12489/full-context/run_1
sympy__sympy-12489,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,1-4 hours,p100;new70,timeout,1500 s harness timeout,,False,silent_crash,,outcomes_csv,-1,False,102400,111,42573,3106183,1500.01,1196.036,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-12489/full-context/run_2
sympy__sympy-12489,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,1-4 hours,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,44101,3387277,1456.09,1251.895,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-12489/full-context/run_3
sympy__sympy-13031,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,70,17267,691699,541.67,315.569,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-13031/full-context/run_1
sympy__sympy-13031,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;abl30;abl25,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,25173,2026736,703.2,507.193,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-13031/full-context/run_2
sympy__sympy-13031,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;abl30;abl25,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,94,22590,1181416,1500.01,936.061,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-13031/full-context/run_3
sympy__sympy-13091,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;abl30;abl25,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,36610,2186301,854.59,732.366,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-13091/full-context/run_1
sympy__sympy-13091,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,59,21170,686569,279.05,220.224,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-13091/full-context/run_2
sympy__sympy-13091,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;abl30;abl25,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,35894,2341416,1445.63,1009.435,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-13091/full-context/run_3
sympy__sympy-13647,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,62,35429,841972,1354.59,800.492,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-13647/full-context/run_1
sympy__sympy-13757,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;abl30;abl25,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,26754,1746057,593.52,387.472,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-13757/full-context/run_2
sympy__sympy-13757,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;abl30;abl25,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,99,42932,1765131,1500.02,1043.911,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-13757/full-context/run_3
sympy__sympy-13798,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,68,32029,1187292,369.25,350.545,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-13798/full-context/run_1
sympy__sympy-13798,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,93,23377,1127284,476.03,372.313,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-13798/full-context/run_2
sympy__sympy-13798,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,93,24728,1249860,1388.84,888.068,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-13798/full-context/run_3
sympy__sympy-13878,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,>4 hours,p100;new70,step_limit,125 step limit (LimitsExceeded),,False,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,34537,2471573,1453.68,837.563,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-13878/full-context/run_1
sympy__sympy-13878,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,>4 hours,p100;new70,timeout,1500 s harness timeout,,False,silent_crash,,outcomes_csv,-1,False,102400,115,43551,2620370,1500.02,1220.92,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-13878/full-context/run_2
sympy__sympy-13878,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,>4 hours,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,31588,2365779,1138.57,774.081,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-13878/full-context/run_3
sympy__sympy-14248,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,1-4 hours,p100;new70,timeout,1500 s harness timeout,,False,silent_crash,,outcomes_csv,-1,False,102400,88,26566,1102424,1500.0,756.543,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-14248/full-context/run_1
sympy__sympy-14248,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,1-4 hours,p100;new70,timeout,1500 s harness timeout,,False,silent_crash,,outcomes_csv,-1,False,102400,73,26263,819932,1500.0,727.694,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-14248/full-context/run_2
sympy__sympy-14248,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,1-4 hours,p100;new70,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,117,32541,1790380,1500.01,961.697,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-14248/full-context/run_3
sympy__sympy-14531,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,False,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,29454,2274209,1136.42,870.71,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-14531/full-context/run_1
sympy__sympy-14531,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,102400,125,31210,2278442,1086.74,860.797,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-14531/full-context/run_3
sympy__sympy-14711,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,<15 min fix,p100;new70,timeout,1500 s harness timeout,,False,silent_crash,,outcomes_csv,-1,False,102400,66,27493,891639,1500.0,878.288,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-14711/full-context/run_1
sympy__sympy-15017,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,<15 min fix,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,37,15111,349373,253.69,146.033,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-15017/full-context/run_1
sympy__sympy-15017,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,<15 min fix,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,25,12795,203951,140.82,122.376,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-15017/full-context/run_2
sympy__sympy-15875,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,<15 min fix,p100;new70,timeout,1500 s harness timeout,,False,silent_crash,,outcomes_csv,-1,False,102400,45,19847,538298,1500.01,733.004,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-15875/full-context/run_1
sympy__sympy-15875,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,58,26633,856039,925.08,847.722,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-15875/full-context/run_2
sympy__sympy-15875,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,<15 min fix,p100;new70,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,66,23133,911726,1500.03,826.746,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-15875/full-context/run_3
sympy__sympy-17139,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,55,13841,452415,199.03,176.97,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-17139/full-context/run_1
sympy__sympy-17139,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,43,14095,385916,168.37,153.533,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-17139/full-context/run_2
sympy__sympy-17139,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,25,9579,154328,225.28,200.613,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-17139/full-context/run_3
sympy__sympy-17318,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,38,21553,515152,454.73,416.773,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-17318/full-context/run_2
sympy__sympy-17630,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,1-4 hours,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,51,25287,786143,300.97,283.097,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-17630/full-context/run_1
sympy__sympy-17630,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,1-4 hours,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,113,52534,3043817,1257.33,1017.711,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-17630/full-context/run_2
sympy__sympy-17630,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,1-4 hours,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,35,17563,367676,604.38,510.202,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-17630/full-context/run_3
sympy__sympy-18199,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,40,37760,852674,302.34,285.697,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-18199/full-context/run_1
sympy__sympy-18199,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,33,18111,364690,245.9,196.107,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-18199/full-context/run_2
sympy__sympy-18199,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,35,18667,363421,440.77,389.373,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-18199/full-context/run_3
sympy__sympy-18211,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,69,33060,1388180,686.46,541.353,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-18211/full-context/run_3
sympy__sympy-19040,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,timeout,1500 s harness timeout,,False,silent_crash,,outcomes_csv,-1,False,102400,71,37676,1305440,1500.0,882.766,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-19040/full-context/run_1
sympy__sympy-19040,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,timeout,1500 s harness timeout,,False,silent_crash,,outcomes_csv,-1,False,102400,70,52382,1581660,1500.01,1254.408,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-19040/full-context/run_2
sympy__sympy-19040,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,78,37296,1493490,1500.02,1284.836,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-19040/full-context/run_3
sympy__sympy-19637,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,<15 min fix,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,29,11256,223099,170.08,157.593,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-19637/full-context/run_1
sympy__sympy-19637,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,<15 min fix,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,23,7178,112628,102.08,93.441,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-19637/full-context/run_2
sympy__sympy-20438,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,107,35160,2022087,1408.16,896.02,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-20438/full-context/run_1
sympy__sympy-20438,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,timeout,1500 s harness timeout,,False,silent_crash,,outcomes_csv,-1,False,102400,60,31290,842711,1500.01,399.506,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-20438/full-context/run_2
sympy__sympy-20438,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,102400,116,37966,2500868,1275.42,978.669,True,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-20438/full-context/run_3
sympy__sympy-20916,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,<15 min fix,p100;new70,timeout,1500 s harness timeout,,False,silent_crash,,outcomes_csv,-1,False,102400,49,20641,479536,1500.01,465.025,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-20916/full-context/run_1
sympy__sympy-20916,3,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,<15 min fix,p100;new70,timeout,1500 s harness timeout,,,silent_crash,,outcomes_csv,-1,False,102400,45,26286,598403,1500.01,755.532,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-20916/full-context/run_3
sympy__sympy-22456,1,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,timeout,1500 s harness timeout,,False,silent_crash,,outcomes_csv,-1,False,102400,42,20864,457947,1500.01,222.368,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-22456/full-context/run_1
sympy__sympy-22456,2,qwen35b,main,fc,full-context,di__binf__fc,999999999,0.5,15 min - 1 hour,p100;new70,timeout,1500 s harness timeout,,False,silent_crash,,outcomes_csv,-1,False,102400,44,18123,389722,1500.01,377.833,False,0,,ICLR_experiments/swebench/main/qwen35b/di__binf__fc/sympy__sympy-22456/full-context/run_2
