cell,key,task,run_num,action,reason,result_file,timestamp,resolved,model_tag
di__b15k__trc-su,scikit-learn__scikit-learn-25232__trc-su__r1,scikit-learn__scikit-learn-25232,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b15k__trc-su/experiment_results.json,2026-05-03T10:17:25.266875,False,qwen35-a3b
di__b15k__trc-su,scikit-learn__scikit-learn-25232__trc-su__r2,scikit-learn__scikit-learn-25232,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b15k__trc-su/experiment_results.json,2026-05-03T10:16:46.301081,False,qwen35-a3b
di__b20k__otrc-ss-partial,django__django-13809__otrc-ss-partial__r3,django__django-13809,3,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-ss-partial/experiment_results.json,2026-08-27T15:25:48.315238,False,qwen35-a3b
di__b20k__otrc-ss-partial,scikit-learn__scikit-learn-14710__otrc-ss-partial__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-ss-partial/experiment_results.json,2026-05-05T16:30:33.454372,False,qwen35-a3b
di__b20k__otrc-ss-partial,scikit-learn__scikit-learn-14710__otrc-ss-partial__r3,scikit-learn__scikit-learn-14710,3,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-ss-partial/experiment_results.json,2026-08-27T17:22:05.148924,False,qwen35-a3b
di__b20k__otrc-ss-partial,scikit-learn__scikit-learn-26194__otrc-ss-partial__r1,scikit-learn__scikit-learn-26194,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-ss-partial/experiment_results.json,2026-05-05T17:04:23.992692,False,qwen35-a3b
di__b20k__otrc-su-partial,django__django-12304__otrc-su-partial__r1,django__django-12304,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-su-partial/experiment_results.json,2026-05-05T12:12:06.829924,False,qwen35-a3b
di__b20k__otrc-su-partial,scikit-learn__scikit-learn-14710__otrc-su-partial__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-su-partial/experiment_results.json,2026-05-05T16:21:52.759822,False,qwen35-a3b
di__b20k__otrc-su-partial,scikit-learn__scikit-learn-26194__otrc-su-partial__r2,scikit-learn__scikit-learn-26194,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-su-partial/experiment_results.json,2026-05-05T17:02:52.478022,False,qwen35-a3b
di__b20k__otrc-tr,scikit-learn__scikit-learn-14710__otrc-tr__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-tr/experiment_results.json,2026-05-05T16:21:40.834066,False,qwen35-a3b
di__b20k__otrc-tr,scikit-learn__scikit-learn-14710__otrc-tr__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-tr/experiment_results.json,2026-05-05T16:15:18.168381,False,qwen35-a3b
di__b20k__otrc-tr,scikit-learn__scikit-learn-14710__otrc-tr__r3,scikit-learn__scikit-learn-14710,3,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-tr/experiment_results.json,2026-08-27T17:20:26.956066,False,qwen35-a3b
di__b20k__otrc-tr,scikit-learn__scikit-learn-25102__otrc-tr__r2,scikit-learn__scikit-learn-25102,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-tr/experiment_results.json,2026-05-05T16:46:54.655356,False,qwen35-a3b
di__b20k__otrc-tr,scikit-learn__scikit-learn-26194__otrc-tr__r2,scikit-learn__scikit-learn-26194,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-tr/experiment_results.json,2026-05-05T17:03:07.499935,False,qwen35-a3b
di__b20k__otrc-tr,scikit-learn__scikit-learn-9288__otrc-tr__r1,scikit-learn__scikit-learn-9288,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-tr/experiment_results.json,2026-05-05T17:06:06.970154,False,qwen35-a3b
di__b20k__trc,django__django-12663__tool-result-clear__r2,django__django-12663,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc/experiment_results.json,2026-05-04T00:30:29.730359,False,qwen35-a3b
di__b20k__trc,django__django-15278__tool-result-clear__r2,django__django-15278,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc/experiment_results.json,2026-05-04T01:12:08.423710,False,qwen35-a3b
di__b20k__trc,scikit-learn__scikit-learn-14710__tool-result-clear__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc/experiment_results.json,2026-05-04T04:26:08.766050,False,qwen35-a3b
di__b20k__trc,scikit-learn__scikit-learn-14710__tool-result-clear__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc/experiment_results.json,2026-05-04T04:31:21.957481,False,qwen35-a3b
di__b20k__trc,scikit-learn__scikit-learn-14710__tool-result-clear__r3,scikit-learn__scikit-learn-14710,3,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc/experiment_results.json,2026-08-27T13:20:08.087150,False,qwen35-a3b
di__b20k__trc,scikit-learn__scikit-learn-25232__tool-result-clear__r1,scikit-learn__scikit-learn-25232,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc/experiment_results.json,2026-05-04T04:52:24.079221,False,qwen35-a3b
di__b20k__trc,scikit-learn__scikit-learn-25232__tool-result-clear__r2,scikit-learn__scikit-learn-25232,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc/experiment_results.json,2026-05-04T04:51:51.621918,False,qwen35-a3b
di__b20k__trc-ss,scikit-learn__scikit-learn-14710__trc-ss__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc-ss/experiment_results.json,2026-05-04T04:37:14.607818,False,qwen35-a3b
di__b20k__trc-ss,scikit-learn__scikit-learn-14710__trc-ss__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc-ss/experiment_results.json,2026-05-04T04:38:09.594464,False,qwen35-a3b
di__b20k__trc-ss,scikit-learn__scikit-learn-14710__trc-ss__r3,scikit-learn__scikit-learn-14710,3,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc-ss/experiment_results.json,2026-08-27T13:03:48.424387,False,qwen35-a3b
di__b20k__trc-ss,scikit-learn__scikit-learn-25232__trc-ss__r2,scikit-learn__scikit-learn-25232,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc-ss/experiment_results.json,2026-05-04T04:51:00.782923,False,qwen35-a3b
di__b20k__trc-ss,sympy__sympy-14711__trc-ss__r3,sympy__sympy-14711,3,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc-ss/experiment_results.json,2026-08-27T12:14:23.585783,False,qwen35-a3b
di__b20k__trc-su,scikit-learn__scikit-learn-13496__trc-su__r1,scikit-learn__scikit-learn-13496,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc-su/experiment_results.json,2026-05-04T04:13:16.888960,False,qwen35-a3b
di__b20k__trc-su,scikit-learn__scikit-learn-13496__trc-su__r2,scikit-learn__scikit-learn-13496,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc-su/experiment_results.json,2026-05-04T04:13:41.965989,False,qwen35-a3b
di__b20k__trc-su,scikit-learn__scikit-learn-14710__trc-su__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc-su/experiment_results.json,2026-05-04T04:31:15.838423,False,qwen35-a3b
di__b20k__trc-su,scikit-learn__scikit-learn-14710__trc-su__r3,scikit-learn__scikit-learn-14710,3,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc-su/experiment_results.json,2026-08-27T13:05:29.124718,False,qwen35-a3b
di__b20k__trc-su,scikit-learn__scikit-learn-14983__trc-su__r2,scikit-learn__scikit-learn-14983,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc-su/experiment_results.json,2026-05-04T04:46:16.016735,False,qwen35-a3b
di__b20k__trc-su,scikit-learn__scikit-learn-25232__trc-su__r1,scikit-learn__scikit-learn-25232,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc-su/experiment_results.json,2026-05-04T04:53:43.070658,False,qwen35-a3b
di__b20k__trc-su,scikit-learn__scikit-learn-25232__trc-su__r2,scikit-learn__scikit-learn-25232,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__b20k__trc-su/experiment_results.json,2026-05-04T04:54:44.980198,False,qwen35-a3b
di__binf__fc,django__django-11087__full-context__r1,django__django-11087,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,2026-03-30T18:27:24.912396,False,qwen35-a3b
di__binf__fc,django__django-11087__full-context__r2,django__django-11087,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,2026-03-30T18:12:23.111333,False,qwen35-a3b
di__binf__fc,django__django-11299__full-context__r1,django__django-11299,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,2026-03-30T18:23:09.051187,False,qwen35-a3b
di__binf__fc,django__django-12663__full-context__r3,django__django-12663,3,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,2026-08-28T06:06:55.041970,False,qwen35-a3b
di__binf__fc,django__django-14915__full-context__r2,django__django-14915,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,2026-03-30T21:09:24.266173,False,qwen35-a3b
di__binf__fc,django__django-14999__full-context__r1,django__django-14999,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,2026-03-30T21:23:57.677184,False,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-10908__full-context__r1,scikit-learn__scikit-learn-10908,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,2026-03-31T04:00:45.413936,False,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-11310__full-context__r1,scikit-learn__scikit-learn-11310,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,2026-03-31T04:01:41.053618,False,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-11578__full-context__r2,scikit-learn__scikit-learn-11578,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,2026-03-31T04:09:29.070362,False,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-12682__full-context__r1,scikit-learn__scikit-learn-12682,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,2026-03-31T04:22:18.293702,False,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-14710__full-context__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,2026-05-03T04:19:27.159990,False,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-14710__full-context__r3,scikit-learn__scikit-learn-14710,3,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,2026-08-28T07:35:56.514201,False,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-25973__full-context__r2,scikit-learn__scikit-learn-25973,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,2026-05-03T04:43:33.298357,False,qwen35-a3b
di__binf__fc,sympy__sympy-13798__full-context__r2,sympy__sympy-13798,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,2026-03-31T00:35:30.227284,False,qwen35-a3b
di__binf__fc,sympy__sympy-18211__full-context__r3,sympy__sympy-18211,3,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,2026-08-28T07:05:00.104344,False,qwen35-a3b
di__binf__otrc,scikit-learn__scikit-learn-14710__online-trc__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__binf__otrc/experiment_results.json,2026-04-19T12:26:11.279000,False,qwen35-a3b
di__binf__otrc,scikit-learn__scikit-learn-14710__online-trc__r3,scikit-learn__scikit-learn-14710,3,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/qwen35b/di__binf__otrc/experiment_results.json,2026-08-28T07:42:38.649455,False,qwen35-a3b
