benchmark	section	cohort_model_path	cell	key	task	condition	run	primitive	budget_tokens	depth	rerun_reason	rerun_priority	summary_marker_errors	exit_status	resolved	started_at_CDT	source_run_dir	source_trial_dir	harbor_job
terminalbench	main	glm47flash	d05__b3k__su-full	password-recovery__summarization__r1	password-recovery	summarization	1	summarization	3000	0.5	tb_erasure_possible	probable	0		False	2026-09-04T23:54:16.858092-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/password-recovery/summarization/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r1-1788580916009/password-recovery__jHfrf3E	glm47flash-summarization-r1-1788580916009
terminalbench	main	glm47flash	d05__b3k__su-full	path-tracing-reverse__summarization__r1	path-tracing-reverse	summarization	1	summarization	3000	0.5	summary_related_response	probable	0		False	2026-09-04T23:02:45.955756-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/path-tracing-reverse/summarization/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r1-1788580916009/path-tracing-reverse__sXweqsa	glm47flash-summarization-r1-1788580916009
terminalbench	main	glm47flash	d05__b3k__su-full	processing-pipeline__summarization__r1	processing-pipeline	summarization	1	summarization	3000	0.5	summary_failure_accounting	priority	0		False	2026-09-04T23:32:19.210400-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/processing-pipeline/summarization/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r1-1788580916009/processing-pipeline__4uHaF52	glm47flash-summarization-r1-1788580916009
terminalbench	main	glm47flash	d05__b3k__su-full	prove-plus-comm__summarization__r1	prove-plus-comm	summarization	1	summarization	3000	0.5	tb_erasure_possible	probable	0	Submitted	True	2026-09-04T23:01:57.743035-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/prove-plus-comm/summarization/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r1-1788580916009/prove-plus-comm__8TjwqEF	glm47flash-summarization-r1-1788580916009
terminalbench	main	glm47flash	d05__b3k__su-full	pytorch-model-cli.hard__summarization__r1	pytorch-model-cli.hard	summarization	1	summarization	3000	0.5	summary_related_response	probable	0		False	2026-09-04T23:06:56.726440-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/pytorch-model-cli.hard/summarization/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r1-1788580916009/pytorch-model-cli.hard__8kT4P8o	glm47flash-summarization-r1-1788580916009
terminalbench	main	glm47flash	d05__b3k__su-full	qemu-alpine-ssh__summarization__r1	qemu-alpine-ssh	summarization	1	summarization	3000	0.5	tb_erasure_possible	probable	0		False	2026-09-04T23:15:31.356847-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/qemu-alpine-ssh/summarization/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r1-1788580916009/qemu-alpine-ssh__Qg6PVf3	glm47flash-summarization-r1-1788580916009
terminalbench	main	glm47flash	d05__b3k__su-full	sanitize-git-repo__summarization__r1	sanitize-git-repo	summarization	1	summarization	3000	0.5	summary_related_response	probable	0		False	2026-09-04T23:25:56.761383-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/sanitize-git-repo/summarization/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r1-1788580916009/sanitize-git-repo__fqSMN9S	glm47flash-summarization-r1-1788580916009
terminalbench	main	glm47flash	d05__b3k__su-full	sanitize-git-repo.hard__summarization__r1	sanitize-git-repo.hard	summarization	1	summarization	3000	0.5	summary_related_response	probable	0		False	2026-09-05T00:05:09.334643-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/sanitize-git-repo.hard/summarization/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r1-1788580916009/sanitize-git-repo.hard__KfTuQzQ	glm47flash-summarization-r1-1788580916009
terminalbench	main	glm47flash	d05__b3k__su-full	solana-data__summarization__r1	solana-data	summarization	1	summarization	3000	0.5	summary_related_response	probable	0		False	2026-09-04T23:09:04.617139-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/solana-data/summarization/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r1-1788580916009/solana-data__Qe99pAo	glm47flash-summarization-r1-1788580916009
terminalbench	main	glm47flash	d05__b3k__su-full	sqlite-with-gcov__summarization__r1	sqlite-with-gcov	summarization	1	summarization	3000	0.5	summary_failure_accounting	priority	0		False	2026-09-04T23:09:08.669571-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/sqlite-with-gcov/summarization/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r1-1788580916009/sqlite-with-gcov__94PkojW	glm47flash-summarization-r1-1788580916009
terminalbench	main	glm47flash	d05__b3k__su-full	super-benchmark-upet__summarization__r1	super-benchmark-upet	summarization	1	summarization	3000	0.5	tb_erasure_possible	probable	0		False	2026-09-04T23:40:25.523075-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/super-benchmark-upet/summarization/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r1-1788580916009/super-benchmark-upet__fiEF8xr	glm47flash-summarization-r1-1788580916009
terminalbench	main	glm47flash	d05__b3k__su-full	swe-bench-astropy-2__summarization__r1	swe-bench-astropy-2	summarization	1	summarization	3000	0.5	summary_related_response	probable	0		False	2026-09-04T23:59:37.946989-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/swe-bench-astropy-2/summarization/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r1-1788580916009/swe-bench-astropy-2__Famtbwj	glm47flash-summarization-r1-1788580916009
terminalbench	main	glm47flash	d05__b3k__su-full	swe-bench-fsspec__summarization__r1	swe-bench-fsspec	summarization	1	summarization	3000	0.5	tb_erasure_possible	probable	0	Submitted	False	2026-09-04T23:26:13.164642-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/swe-bench-fsspec/summarization/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r1-1788580916009/swe-bench-fsspec__8RjSmsv	glm47flash-summarization-r1-1788580916009
terminalbench	main	glm47flash	d05__b3k__su-full	write-compressor__summarization__r1	write-compressor	summarization	1	summarization	3000	0.5	summary_related_response	probable	0		False	2026-09-04T23:53:14.825716-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/write-compressor/summarization/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r1-1788580916009/write-compressor__QqkddDZ	glm47flash-summarization-r1-1788580916009
terminalbench	main	glm47flash	d05__b3k__su-full	blind-maze-explorer-5x5__summarization__r2	blind-maze-explorer-5x5	summarization	2	summarization	3000	0.5	summary_failure_accounting	priority	0		False	2026-09-05T02:17:07.495814-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/blind-maze-explorer-5x5/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/blind-maze-explorer-5x5__WVR8FL5	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	blind-maze-explorer-algorithm__summarization__r2	blind-maze-explorer-algorithm	summarization	2	summarization	3000	0.5	summary_related_response	probable	0		False	2026-09-05T01:33:57.757475-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/blind-maze-explorer-algorithm/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/blind-maze-explorer-algorithm__SYLtj4P	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	cartpole-rl-training__summarization__r2	cartpole-rl-training	summarization	2	summarization	3000	0.5	tb_erasure_possible	probable	0		False	2026-09-05T02:20:17.701710-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/cartpole-rl-training/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/cartpole-rl-training__uCkMUyF	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	crack-7z-hash.hard__summarization__r2	crack-7z-hash.hard	summarization	2	summarization	3000	0.5	tb_unverifiable	probable	0		False	2026-09-05T01:55:46.613098-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/crack-7z-hash.hard/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/crack-7z-hash.hard__BWZiYfF	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	csv-to-parquet__summarization__r2	csv-to-parquet	summarization	2	summarization	3000	0.5	tb_erasure_possible	probable	0		False	2026-09-05T01:26:24.929186-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/csv-to-parquet/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/csv-to-parquet__qGgskHh	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	download-youtube__summarization__r2	download-youtube	summarization	2	summarization	3000	0.5	tb_unverifiable	probable	0		False	2026-09-05T02:02:09.742645-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/download-youtube/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/download-youtube__HycPRYG	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	eval-mteb__summarization__r2	eval-mteb	summarization	2	summarization	3000	0.5	summary_failure_accounting	priority	0		False	2026-09-05T01:16:41.924682-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/eval-mteb/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/eval-mteb__x9PbZYy	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	eval-mteb.hard__summarization__r2	eval-mteb.hard	summarization	2	summarization	3000	0.5	tb_erasure_possible	probable	0		False	2026-09-05T02:10:31.879224-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/eval-mteb.hard/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/eval-mteb.hard__RVmw4jm	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	extract-moves-from-video__summarization__r2	extract-moves-from-video	summarization	2	summarization	3000	0.5	tb_unverifiable	probable	0		False	2026-09-05T01:38:53.049252-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/extract-moves-from-video/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/extract-moves-from-video__NCDH2S8	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	fibonacci-server__summarization__r2	fibonacci-server	summarization	2	summarization	3000	0.5	tb_erasure_possible	probable	0		True	2026-09-05T01:13:19.006902-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/fibonacci-server/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/fibonacci-server__665W5hC	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	fix-git__summarization__r2	fix-git	summarization	2	summarization	3000	0.5	summary_related_response	probable	0		False	2026-09-05T01:49:21.803543-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/fix-git/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/fix-git__AK5cKVr	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	fix-pandas-version__summarization__r2	fix-pandas-version	summarization	2	summarization	3000	0.5	summary_failure_accounting	priority	0		True	2026-09-05T01:20:06.496757-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/fix-pandas-version/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/fix-pandas-version__nqgqZBM	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	git-workflow-hack__summarization__r2	git-workflow-hack	summarization	2	summarization	3000	0.5	tb_erasure_possible	probable	0		False	2026-09-05T01:47:03.337485-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/git-workflow-hack/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/git-workflow-hack__KCQ6pGz	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	gpt2-codegolf__summarization__r2	gpt2-codegolf	summarization	2	summarization	3000	0.5	tb_unverifiable	probable	0		False	2026-09-05T01:13:44.187704-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/gpt2-codegolf/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/gpt2-codegolf__SQbkSrT	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	heterogeneous-dates__summarization__r2	heterogeneous-dates	summarization	2	summarization	3000	0.5	tb_unverifiable	probable	0		False	2026-09-05T02:24:56.078532-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/heterogeneous-dates/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/heterogeneous-dates__V8TnpBt	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	hf-model-inference__summarization__r2	hf-model-inference	summarization	2	summarization	3000	0.5	summary_related_response	probable	0		False	2026-09-05T01:19:43.338661-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/hf-model-inference/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/hf-model-inference__HAHbozV	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	incompatible-python-fasttext__summarization__r2	incompatible-python-fasttext	summarization	2	summarization	3000	0.5	tb_erasure_possible	probable	0		False	2026-09-05T01:02:53.817669-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/incompatible-python-fasttext/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/incompatible-python-fasttext__342qE5Y	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	intrusion-detection__summarization__r2	intrusion-detection	summarization	2	summarization	3000	0.5	tb_unverifiable	probable	0		False	2026-09-05T01:46:40.985961-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/intrusion-detection/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/intrusion-detection__J8tPhua	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	password-recovery__summarization__r2	password-recovery	summarization	2	summarization	3000	0.5	summary_failure_accounting	priority	0		False	2026-09-05T01:53:26.112928-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/password-recovery/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/password-recovery__4j4oZad	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	path-tracing-reverse__summarization__r2	path-tracing-reverse	summarization	2	summarization	3000	0.5	tb_erasure_possible	probable	0		False	2026-09-05T01:03:53.228664-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/path-tracing-reverse/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/path-tracing-reverse__vRkD2hU	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	processing-pipeline__summarization__r2	processing-pipeline	summarization	2	summarization	3000	0.5	tb_unverifiable	probable	0		False	2026-09-05T01:32:30.448247-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/processing-pipeline/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/processing-pipeline__wPuGGEF	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	pytorch-model-cli.hard__summarization__r2	pytorch-model-cli.hard	summarization	2	summarization	3000	0.5	tb_unverifiable	probable	0		False	2026-09-05T01:06:31.572704-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/pytorch-model-cli.hard/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/pytorch-model-cli.hard__cJgYvKQ	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	qemu-alpine-ssh__summarization__r2	qemu-alpine-ssh	summarization	2	summarization	3000	0.5	summary_failure_accounting	priority	0		False	2026-09-05T01:16:16.570380-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/qemu-alpine-ssh/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/qemu-alpine-ssh__TAvAjgT	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	qemu-startup__summarization__r2	qemu-startup	summarization	2	summarization	3000	0.5	tb_erasure_possible	probable	0		True	2026-09-05T01:59:50.155744-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/qemu-startup/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/qemu-startup__M467tQ4	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	raman-fitting.easy__summarization__r2	raman-fitting.easy	summarization	2	summarization	3000	0.5	summary_failure_accounting	priority	0		False	2026-09-05T01:02:53.813259-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/raman-fitting.easy/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/raman-fitting.easy__B3JkS7B	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	sanitize-git-repo__summarization__r2	sanitize-git-repo	summarization	2	summarization	3000	0.5	summary_related_response	probable	0		False	2026-09-05T01:26:07.385424-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/sanitize-git-repo/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/sanitize-git-repo__ymckW9j	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	sanitize-git-repo.hard__summarization__r2	sanitize-git-repo.hard	summarization	2	summarization	3000	0.5	tb_erasure_possible	probable	0		False	2026-09-05T02:08:43.359373-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/sanitize-git-repo.hard/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/sanitize-git-repo.hard__TKrDZyT	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	solana-data__summarization__r2	solana-data	summarization	2	summarization	3000	0.5	tb_erasure_possible	probable	0		False	2026-09-05T01:09:54.972206-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/solana-data/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/solana-data__s4hePZd	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	sqlite-with-gcov__summarization__r2	sqlite-with-gcov	summarization	2	summarization	3000	0.5	summary_related_response	probable	0		False	2026-09-05T01:10:18.257439-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/sqlite-with-gcov/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/sqlite-with-gcov__YoTdmTm	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	super-benchmark-upet__summarization__r2	super-benchmark-upet	summarization	2	summarization	3000	0.5	summary_related_response	probable	0		False	2026-09-05T01:44:15.059814-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/super-benchmark-upet/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/super-benchmark-upet__fyMiVvM	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	swe-bench-fsspec__summarization__r2	swe-bench-fsspec	summarization	2	summarization	3000	0.5	tb_erasure_possible	probable	0		False	2026-09-05T01:26:41.961611-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/swe-bench-fsspec/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/swe-bench-fsspec__eUk23kY	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	tmux-advanced-workflow__summarization__r2	tmux-advanced-workflow	summarization	2	summarization	3000	0.5	tb_erasure_possible	probable	0	Submitted	True	2026-09-05T01:02:53.772745-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/tmux-advanced-workflow/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/tmux-advanced-workflow__aVBe2Ya	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	write-compressor__summarization__r2	write-compressor	summarization	2	summarization	3000	0.5	summary_related_response	probable	0		False	2026-09-05T01:53:07.141002-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/write-compressor/summarization/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r2-1788588172199/write-compressor__RKcT8PD	glm47flash-summarization-r2-1788588172199
terminalbench	main	glm47flash	d05__b3k__su-full	blind-maze-explorer-algorithm__summarization__r3	blind-maze-explorer-algorithm	summarization	3	summarization	3000	0.5	summary_related_response	probable	0		False	2026-09-05T03:45:36.295358-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/blind-maze-explorer-algorithm/summarization/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r3-1788595826943/blind-maze-explorer-algorithm__KKDxERU	glm47flash-summarization-r3-1788595826943
terminalbench	main	glm47flash	d05__b3k__su-full	cartpole-rl-training__summarization__r3	cartpole-rl-training	summarization	3	summarization	3000	0.5	summary_failure_accounting	priority	0		False	2026-09-05T04:26:34.871516-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/cartpole-rl-training/summarization/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r3-1788595826943/cartpole-rl-training__5HU5VzX	glm47flash-summarization-r3-1788595826943
terminalbench	main	glm47flash	d05__b3k__su-full	count-dataset-tokens__summarization__r3	count-dataset-tokens	summarization	3	summarization	3000	0.5	tb_erasure_possible	probable	0		False	2026-09-05T03:16:57.380114-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/count-dataset-tokens/summarization/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r3-1788595826943/count-dataset-tokens__PnGy6Ai	glm47flash-summarization-r3-1788595826943
terminalbench	main	glm47flash	d05__b3k__su-full	crack-7z-hash.hard__summarization__r3	crack-7z-hash.hard	summarization	3	summarization	3000	0.5	tb_erasure_possible	probable	0		False	2026-09-05T04:07:25.473397-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/crack-7z-hash.hard/summarization/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r3-1788595826943/crack-7z-hash.hard__w7uqQK4	glm47flash-summarization-r3-1788595826943
terminalbench	main	glm47flash	d05__b3k__su-full	csv-to-parquet__summarization__r3	csv-to-parquet	summarization	3	summarization	3000	0.5	tb_erasure_possible	probable	0		False	2026-09-05T03:37:33.256842-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/csv-to-parquet/summarization/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r3-1788595826943/csv-to-parquet__Ghd3K4a	glm47flash-summarization-r3-1788595826943
terminalbench	main	glm47flash	d05__b3k__su-full	download-youtube__summarization__r3	download-youtube	summarization	3	summarization	3000	0.5	summary_related_response	probable	0		False	2026-09-05T04:13:48.270937-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/download-youtube/summarization/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r3-1788595826943/download-youtube__6tgRgJx	glm47flash-summarization-r3-1788595826943
terminalbench	main	glm47flash	d05__b3k__su-full	eval-mteb__summarization__r3	eval-mteb	summarization	3	summarization	3000	0.5	tb_erasure_possible	probable	0		False	2026-09-05T03:29:49.934786-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/eval-mteb/summarization/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r3-1788595826943/eval-mteb__8SbLuZB	glm47flash-summarization-r3-1788595826943
terminalbench	main	glm47flash	d05__b3k__su-full	eval-mteb.hard__summarization__r3	eval-mteb.hard	summarization	3	summarization	3000	0.5	tb_erasure_possible	probable	0		False	2026-09-05T04:22:30.326889-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/eval-mteb.hard/summarization/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r3-1788595826943/eval-mteb.hard__3o8iMRC	glm47flash-summarization-r3-1788595826943
terminalbench	main	glm47flash	d05__b3k__su-full	extract-moves-from-video__summarization__r3	extract-moves-from-video	summarization	3	summarization	3000	0.5	summary_failure_accounting	priority	0		False	2026-09-05T03:49:55.152918-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/extract-moves-from-video/summarization/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r3-1788595826943/extract-moves-from-video__UKbLvTD	glm47flash-summarization-r3-1788595826943
terminalbench	main	glm47flash	d05__b3k__su-full	fibonacci-server__summarization__r3	fibonacci-server	summarization	3	summarization	3000	0.5	tb_erasure_possible	probable	0		False	2026-09-05T03:24:15.460338-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/fibonacci-server/summarization/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r3-1788595826943/fibonacci-server__vSaXmpv	glm47flash-summarization-r3-1788595826943
terminalbench	main	glm47flash	d05__b3k__su-full	fix-git__summarization__r3	fix-git	summarization	3	summarization	3000	0.5	tb_unverifiable	probable	0		False	2026-09-05T04:01:02.611957-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/fix-git/summarization/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r3-1788595826943/fix-git__65A2enC	glm47flash-summarization-r3-1788595826943
terminalbench	main	glm47flash	d05__b3k__su-full	fix-pandas-version__summarization__r3	fix-pandas-version	summarization	3	summarization	3000	0.5	tb_erasure_possible	probable	0	Submitted	True	2026-09-05T03:33:56.914507-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/fix-pandas-version/summarization/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-r3-1788595826943/fix-pandas-version__2rSczj8	glm47flash-summarization-r3-1788595826943
