cell,task,key,reason,resolved_audit_20260910,resolved_index_now,already_reeval_20260911,resolved_reeval_20260923,verdict_source,status,error
di__b15k__trc,scikit-learn__scikit-learn-25232,scikit-learn__scikit-learn-25232__tool-result-clear__r2,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b15k__trc,scikit-learn__scikit-learn-26323,scikit-learn__scikit-learn-26323__tool-result-clear__r1,legacy_evaluation_reports_missing,False,False,False,True,report,verified,
di__b15k__trc,scikit-learn__scikit-learn-26323,scikit-learn__scikit-learn-26323__tool-result-clear__r2,legacy_evaluation_reports_missing,False,False,False,False,patch_apply_failed,verified,
di__b15k__trc,sympy__sympy-15017,sympy__sympy-15017__tool-result-clear__r1,legacy_evaluation_reports_missing,False,False,False,False,report,verified,
di__b15k__trc,sympy__sympy-15017,sympy__sympy-15017__tool-result-clear__r2,legacy_evaluation_reports_missing,False,False,False,True,report,verified,
di__b15k__trc,sympy__sympy-19637,sympy__sympy-19637__tool-result-clear__r1,legacy_evaluation_reports_missing,False,False,False,True,report,verified,
di__b15k__trc,sympy__sympy-19637,sympy__sympy-19637__tool-result-clear__r2,legacy_evaluation_reports_missing,False,False,False,True,report,verified,
di__b15k__trc,sympy__sympy-24443,sympy__sympy-24443__tool-result-clear__r1,legacy_evaluation_reports_missing,False,False,False,True,report,verified,
di__b15k__trc,sympy__sympy-24443,sympy__sympy-24443__tool-result-clear__r2,legacy_evaluation_reports_missing,False,False,False,True,report,verified,
di__b15k__trc-ss,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__trc-ss__r1,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b15k__trc-ss,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__trc-ss__r2,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b15k__trc-ss,scikit-learn__scikit-learn-25232,scikit-learn__scikit-learn-25232__trc-ss__r1,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b15k__trc-ss,scikit-learn__scikit-learn-25232,scikit-learn__scikit-learn-25232__trc-ss__r2,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b15k__trc-su,django__django-15278,django__django-15278__trc-su__r1,legacy_evaluation_error_missing_log,False,False,True,False,patch_apply_failed,verified,
di__b15k__trc-su,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__trc-su__r2,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b15k__trc-su,scikit-learn__scikit-learn-25232,scikit-learn__scikit-learn-25232__trc-su__r1,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b15k__trc-su,scikit-learn__scikit-learn-25232,scikit-learn__scikit-learn-25232__trc-su__r2,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b20k__otrc-ss-partial,django__django-13809,django__django-13809__otrc-ss-partial__r3,legacy_evaluation_error_missing_log,False,False,True,False,patch_apply_failed,verified,
di__b20k__otrc-ss-partial,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__otrc-ss-partial__r2,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b20k__otrc-ss-partial,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__otrc-ss-partial__r3,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b20k__otrc-ss-partial,scikit-learn__scikit-learn-26194,scikit-learn__scikit-learn-26194__otrc-ss-partial__r1,legacy_evaluation_error_missing_log,False,False,True,False,report,verified,
di__b20k__otrc-su-partial,django__django-12304,django__django-12304__otrc-su-partial__r1,legacy_evaluation_error_missing_log,False,False,True,False,patch_apply_failed,verified,
di__b20k__otrc-su-partial,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__otrc-su-partial__r2,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b20k__otrc-su-partial,scikit-learn__scikit-learn-26194,scikit-learn__scikit-learn-26194__otrc-su-partial__r2,legacy_evaluation_error_missing_log,False,False,True,False,report,verified,
di__b20k__otrc-tr,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__otrc-tr__r1,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b20k__otrc-tr,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__otrc-tr__r2,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b20k__otrc-tr,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__otrc-tr__r3,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b20k__otrc-tr,scikit-learn__scikit-learn-25102,scikit-learn__scikit-learn-25102__otrc-tr__r2,legacy_evaluation_error_missing_log,False,False,True,False,report,verified,
di__b20k__otrc-tr,scikit-learn__scikit-learn-26194,scikit-learn__scikit-learn-26194__otrc-tr__r2,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b20k__otrc-tr,scikit-learn__scikit-learn-9288,scikit-learn__scikit-learn-9288__otrc-tr__r1,legacy_evaluation_error_missing_log,False,False,True,False,report,verified,
di__b20k__trc,django__django-12663,django__django-12663__tool-result-clear__r2,legacy_evaluation_error_missing_log,False,False,True,False,patch_apply_failed,verified,
di__b20k__trc,django__django-15278,django__django-15278__tool-result-clear__r2,legacy_evaluation_error_missing_log,False,False,True,False,patch_apply_failed,verified,
di__b20k__trc,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__tool-result-clear__r1,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b20k__trc,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__tool-result-clear__r2,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b20k__trc,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__tool-result-clear__r3,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b20k__trc,scikit-learn__scikit-learn-25232,scikit-learn__scikit-learn-25232__tool-result-clear__r1,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b20k__trc,scikit-learn__scikit-learn-25232,scikit-learn__scikit-learn-25232__tool-result-clear__r2,legacy_evaluation_error_missing_log,False,False,True,False,report,verified,
di__b20k__trc-ss,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__trc-ss__r1,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b20k__trc-ss,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__trc-ss__r2,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b20k__trc-ss,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__trc-ss__r3,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b20k__trc-ss,scikit-learn__scikit-learn-25232,scikit-learn__scikit-learn-25232__trc-ss__r2,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b20k__trc-ss,sympy__sympy-14711,sympy__sympy-14711__trc-ss__r3,legacy_evaluation_error_missing_log,False,False,True,False,patch_apply_failed,verified,
di__b20k__trc-su,scikit-learn__scikit-learn-13496,scikit-learn__scikit-learn-13496__trc-su__r1,legacy_evaluation_error_missing_log,False,False,True,False,patch_apply_failed,verified,
di__b20k__trc-su,scikit-learn__scikit-learn-13496,scikit-learn__scikit-learn-13496__trc-su__r2,legacy_evaluation_error_missing_log,False,False,True,False,patch_apply_failed,verified,
di__b20k__trc-su,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__trc-su__r1,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b20k__trc-su,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__trc-su__r3,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__b20k__trc-su,scikit-learn__scikit-learn-14983,scikit-learn__scikit-learn-14983__trc-su__r2,legacy_evaluation_error_missing_log,False,False,True,False,patch_apply_failed,verified,
di__b20k__trc-su,scikit-learn__scikit-learn-25232,scikit-learn__scikit-learn-25232__trc-su__r1,legacy_evaluation_error_missing_log,False,False,True,False,report,verified,
di__b20k__trc-su,scikit-learn__scikit-learn-25232,scikit-learn__scikit-learn-25232__trc-su__r2,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__binf__fc,django__django-11087,django__django-11087__full-context__r1,legacy_evaluation_error_missing_log,False,False,True,False,patch_apply_failed,verified,
di__binf__fc,django__django-11087,django__django-11087__full-context__r2,legacy_evaluation_error_missing_log,False,False,True,False,patch_apply_failed,verified,
di__binf__fc,django__django-11299,django__django-11299__full-context__r1,legacy_evaluation_error_missing_log,False,False,True,False,patch_apply_failed,verified,
di__binf__fc,django__django-12663,django__django-12663__full-context__r3,legacy_evaluation_error_missing_log,False,False,True,False,patch_apply_failed,verified,
di__binf__fc,django__django-13012,django__django-13012__full-context__r1,legacy_evaluation_reports_missing,False,False,False,True,report,verified,
di__binf__fc,django__django-13012,django__django-13012__full-context__r2,legacy_evaluation_reports_missing,False,False,False,True,report,verified,
di__binf__fc,django__django-14915,django__django-14915__full-context__r2,legacy_evaluation_error_missing_log,False,False,True,False,patch_apply_failed,verified,
di__binf__fc,django__django-14999,django__django-14999__full-context__r1,legacy_evaluation_error_missing_log,False,False,True,False,patch_apply_failed,verified,
di__binf__fc,scikit-learn__scikit-learn-10908,scikit-learn__scikit-learn-10908__full-context__r1,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__binf__fc,scikit-learn__scikit-learn-11310,scikit-learn__scikit-learn-11310__full-context__r1,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__binf__fc,scikit-learn__scikit-learn-11578,scikit-learn__scikit-learn-11578__full-context__r2,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__binf__fc,scikit-learn__scikit-learn-12682,scikit-learn__scikit-learn-12682__full-context__r1,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__binf__fc,scikit-learn__scikit-learn-13328,scikit-learn__scikit-learn-13328__full-context__r1,legacy_evaluation_reports_missing,False,False,False,False,patch_apply_failed,verified,
di__binf__fc,scikit-learn__scikit-learn-13328,scikit-learn__scikit-learn-13328__full-context__r2,legacy_evaluation_reports_missing,False,False,False,True,report,verified,
di__binf__fc,scikit-learn__scikit-learn-14496,scikit-learn__scikit-learn-14496__full-context__r1,legacy_evaluation_reports_missing,False,False,False,True,report,verified,
di__binf__fc,scikit-learn__scikit-learn-14496,scikit-learn__scikit-learn-14496__full-context__r2,legacy_evaluation_reports_missing,False,False,False,True,report,verified,
di__binf__fc,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__full-context__r1,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
di__binf__fc,scikit-learn__scikit-learn-15100,scikit-learn__scikit-learn-15100__full-context__r1,legacy_evaluation_reports_missing,False,False,False,True,report,verified,
di__binf__fc,scikit-learn__scikit-learn-15100,scikit-learn__scikit-learn-15100__full-context__r2,legacy_evaluation_reports_missing,False,False,False,True,report,verified,
di__binf__fc,scikit-learn__scikit-learn-25973,scikit-learn__scikit-learn-25973__full-context__r2,legacy_evaluation_error_missing_log,False,False,True,False,patch_apply_failed,verified,
di__binf__fc,scikit-learn__scikit-learn-26323,scikit-learn__scikit-learn-26323__full-context__r2,legacy_evaluation_reports_missing,False,False,False,True,report,verified,
di__binf__fc,sympy__sympy-13798,sympy__sympy-13798__full-context__r2,legacy_evaluation_error_missing_log,False,False,True,False,report,verified,
di__binf__fc,sympy__sympy-15017,sympy__sympy-15017__full-context__r1,legacy_evaluation_reports_missing,False,False,False,False,report,verified,
di__binf__fc,sympy__sympy-15017,sympy__sympy-15017__full-context__r2,legacy_evaluation_reports_missing,False,False,False,False,report,verified,
di__binf__fc,sympy__sympy-18211,sympy__sympy-18211__full-context__r3,legacy_evaluation_error_missing_log,False,False,True,False,patch_apply_failed,verified,
di__binf__fc,sympy__sympy-19637,sympy__sympy-19637__full-context__r1,legacy_evaluation_reports_missing,False,False,False,True,report,verified,
di__binf__fc,sympy__sympy-19637,sympy__sympy-19637__full-context__r2,legacy_evaluation_reports_missing,False,False,False,True,report,verified,
di__binf__fc,sympy__sympy-24443,sympy__sympy-24443__full-context__r1,legacy_evaluation_reports_missing,False,False,False,True,report,verified,
di__binf__fc,sympy__sympy-24443,sympy__sympy-24443__full-context__r2,legacy_evaluation_reports_missing,False,False,False,True,report,verified,
di__binf__otrc,scikit-learn__scikit-learn-14710,scikit-learn__scikit-learn-14710__online-trc__r2,legacy_evaluation_error_missing_log,False,True,True,True,report,verified,
