benchmark,section,cohort_model_path,cell,model,primitive,budget_tokens,depth,task,condition,run,summary_condition,trajectory,resolved_dir,source_status,exit_status,banners,headers,max_step,api_calls,token_log_steps,compression_events,log_errors,traj_errors,agent_failures,summary_failures_raw,summary_failures_confirmed,summary_failures_uncorroborated,tail_errors,tail_unresolved,unexplained_steps,fake_headers,fake_errors,interleaved_headers,decode_errors,log_time_delta_s,consistent,monotonic,single_process,structure_ok,log_time_ok,verdict,prior_rerun_reason,prior_classification
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,scikit-learn__scikit-learn-12973,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-12973/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-12973/truncation/run_3,exact,LimitsExceeded,1,162,125,125,124,15,2,0,2,0,0,0,0,0,14,1,0,0,0,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,scikit-learn__scikit-learn-13135,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-13135/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-13135/truncation/run_3,exact,Submitted,1,76,76,76,76,8,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.0,True,True,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,scikit-learn__scikit-learn-13142,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-13142/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-13142/truncation/run_3,exact,LimitsExceeded,1,118,125,125,125,12,0,0,0,0,0,0,0,0,56,22,0,22,3,-0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,scikit-learn__scikit-learn-13496,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-13496/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-13496/truncation/run_3,exact,LimitsExceeded,1,138,125,125,123,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,scikit-learn__scikit-learn-14053,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-14053/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-14053/truncation/run_3,exact,LimitsExceeded,1,165,125,125,121,16,4,0,4,0,0,0,0,0,50,2,1,1,1,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,scikit-learn__scikit-learn-14087,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-14087/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-14087/truncation/run_3,exact,,1,63,82,32,79,7,6,1,3,3,0,3,0,0,17,3,1,3,1,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,scikit-learn__scikit-learn-14141,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-14141/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-14141/truncation/run_3,exact,Submitted,1,20,19,19,19,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0.0,True,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,scikit-learn__scikit-learn-14629,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-14629/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-14629/truncation/run_3,exact,LimitsExceeded,1,139,125,125,124,11,0,0,0,0,0,0,0,0,6,0,2,0,0,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,scikit-learn__scikit-learn-14894,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-14894/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-14894/truncation/run_3,exact,Submitted,1,105,120,120,120,8,0,0,0,0,0,0,0,0,37,14,0,12,1,-0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,scikit-learn__scikit-learn-14983,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-14983/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-14983/truncation/run_3,exact,LimitsExceeded,1,137,125,125,123,13,2,0,2,0,0,0,0,0,0,0,0,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,scikit-learn__scikit-learn-25102,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-25102/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-25102/truncation/run_3,exact,,1,120,124,119,117,16,2,1,1,1,0,1,0,0,34,7,0,6,2,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,scikit-learn__scikit-learn-25931,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-25931/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-25931/truncation/run_3,exact,,1,118,111,112,106,10,6,1,5,1,0,0,1,1,0,0,1,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,scikit-learn__scikit-learn-25973,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-25973/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-25973/truncation/run_3,exact,,1,123,125,96,93,10,3,1,2,1,0,1,0,0,0,0,0,0,0,0.0,False,True,True,True,True,inconsistent,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,scikit-learn__scikit-learn-26194,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-26194/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-26194/truncation/run_3,exact,Submitted,1,64,59,59,58,4,0,0,0,0,0,0,0,0,2,4,1,4,0,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,scikit-learn__scikit-learn-9288,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-9288/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/scikit-learn__scikit-learn-9288/truncation/run_3,exact,LimitsExceeded,1,167,125,125,123,8,1,0,0,1,0,1,0,0,6,5,1,5,1,-0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,sympy__sympy-12489,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/sympy__sympy-12489/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/sympy__sympy-12489/truncation/run_3,exact,LimitsExceeded,1,124,125,125,125,14,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,False,True,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,sympy__sympy-13878,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/sympy__sympy-13878/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/sympy__sympy-13878/truncation/run_3,exact,LimitsExceeded,1,145,125,125,120,7,5,0,5,0,0,0,0,0,0,1,0,1,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,sympy__sympy-15875,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/sympy__sympy-15875/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/sympy__sympy-15875/truncation/run_3,exact,,1,64,68,57,54,5,3,1,3,0,0,0,0,0,1,0,0,0,0,0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,sympy__sympy-19040,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/sympy__sympy-19040/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/sympy__sympy-19040/truncation/run_3,exact,LimitsExceeded,1,133,125,125,121,11,3,0,3,0,0,0,0,0,0,0,1,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,sympy__sympy-19954,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/sympy__sympy-19954/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/sympy__sympy-19954/truncation/run_3,exact,Submitted,1,31,28,23,22,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,sympy__sympy-20438,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/sympy__sympy-20438/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/sympy__sympy-20438/truncation/run_3,exact,LimitsExceeded,1,137,125,125,125,10,1,0,1,0,0,0,0,0,20,7,0,7,1,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,sympy__sympy-20916,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/sympy__sympy-20916/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/sympy__sympy-20916/truncation/run_3,exact,,1,122,124,124,120,9,4,0,4,0,0,0,0,0,0,1,0,0,2,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,sympy__sympy-22456,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/sympy__sympy-22456/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/sympy__sympy-22456/truncation/run_3,exact,LimitsExceeded,1,122,124,125,119,8,7,3,6,1,0,0,1,1,10,0,1,0,0,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b10k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,10000,0.5,sympy__sympy-24661,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/sympy__sympy-24661/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__tr/sympy__sympy-24661/truncation/run_3,exact,LimitsExceeded,1,125,125,125,124,10,1,0,1,0,0,0,0,0,6,9,0,7,1,0.0,True,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-11087,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-11087/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-11087/truncation/run_3,exact,Submitted,1,67,61,61,59,3,2,1,2,0,0,0,0,0,0,0,0,0,0,-0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-11095,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-11095/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-11095/truncation/run_3,exact,Submitted,1,84,64,64,62,2,2,0,2,0,0,0,0,0,0,0,0,0,0,-0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-11433,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-11433/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-11433/truncation/run_3,exact,,1,39,42,42,39,2,2,1,2,0,0,0,0,0,1,0,1,0,0,0.0,True,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-11477,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-11477/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-11477/truncation/run_3,exact,LimitsExceeded,1,155,125,125,122,3,3,2,3,0,0,0,0,0,0,0,0,0,0,-0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-12143,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-12143/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-12143/truncation/run_3,exact,Submitted,1,47,43,43,42,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-12304,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-12304/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-12304/truncation/run_3,exact,Submitted,1,35,41,29,28,1,1,1,1,0,0,0,0,0,12,6,0,8,1,-0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-12325,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-12325/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-12325/truncation/run_3,exact,,1,95,82,73,69,4,4,1,4,0,0,0,0,0,0,0,0,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-12663,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-12663/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-12663/truncation/run_3,exact,LimitsExceeded,1,140,125,125,123,4,2,0,2,0,0,0,0,0,0,1,0,0,2,-0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-13810,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-13810/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-13810/truncation/run_3,exact,,1,29,42,32,39,3,5,2,4,1,0,0,1,1,9,3,1,2,0,0.0,False,True,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-14351,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-14351/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-14351/truncation/run_3,exact,,1,123,125,114,110,7,9,0,9,0,0,0,0,0,4,1,2,0,0,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-14725,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-14725/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-14725/truncation/run_3,exact,,1,102,125,94,84,5,10,1,10,0,0,0,0,0,27,2,2,1,0,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-15098,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-15098/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-15098/truncation/run_3,exact,,1,87,90,90,90,5,4,0,3,1,0,1,0,0,6,13,0,15,3,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-15278,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-15278/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-15278/truncation/run_3,exact,,1,122,116,64,59,2,7,5,7,0,0,0,0,0,0,0,0,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-15368,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-15368/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-15368/truncation/run_3,exact,,1,107,97,83,79,4,5,2,5,0,0,0,0,0,0,1,0,0,1,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-15525,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-15525/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-15525/truncation/run_3,exact,,1,49,86,86,84,3,2,0,2,0,0,0,0,0,35,1,1,1,0,0.0,False,True,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-15629,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-15629/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-15629/truncation/run_3,exact,,1,126,125,68,62,2,1,5,1,0,0,0,0,0,21,0,1,0,0,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-15741,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-15741/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-15741/truncation/run_3,exact,Submitted,1,126,116,116,116,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-15930,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-15930/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-15930/truncation/run_3,exact,,1,96,92,85,83,5,0,2,0,0,0,0,0,0,7,3,1,3,0,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-15957,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-15957/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-15957/truncation/run_3,exact,LimitsExceeded,1,126,125,125,124,4,2,0,2,0,0,0,0,0,4,0,1,0,0,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-16667,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-16667/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-16667/truncation/run_3,exact,Submitted,1,47,50,44,44,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,django__django-17084,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-17084/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/django__django-17084/truncation/run_3,exact,,1,123,117,117,117,6,5,0,5,0,0,0,0,0,0,0,1,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,scikit-learn__scikit-learn-10844,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-10844/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-10844/truncation/run_3,exact,Submitted,1,30,34,34,31,1,3,1,3,0,0,0,0,0,3,3,0,2,0,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,scikit-learn__scikit-learn-12585,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-12585/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-12585/truncation/run_3,exact,Submitted,1,44,39,39,39,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b15k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,15000,0.5,scikit-learn__scikit-learn-12682,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-12682/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b15k__tr/scikit-learn__scikit-learn-12682/truncation/run_3,exact,,1,77,69,69,64,4,4,1,4,0,0,0,0,0,0,0,0,0,0,0.0,False,False,False,True,True,multi_run_log,,
