cell	key	task	condition	run	started_at_CDT	source_run_dir	source_job_dir
d05__b3k__ss	crack-7z-hash.hard__structured-summarize__r3	crack-7z-hash.hard	structured-summarize	3	2026-09-06T12:08:36.107550-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/crack-7z-hash.hard/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	csv-to-parquet__structured-summarize__r3	csv-to-parquet	structured-summarize	3	2026-09-06T11:37:50.979679-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/csv-to-parquet/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	decommissioning-service-with-sensitive-data__structured-summarize__r3	decommissioning-service-with-sensitive-data	structured-summarize	3	2026-09-06T12:27:48.356811-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/decommissioning-service-with-sensitive-data/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	download-youtube__structured-summarize__r3	download-youtube	structured-summarize	3	2026-09-06T12:14:59.331117-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/download-youtube/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	eval-mteb__structured-summarize__r3	eval-mteb	structured-summarize	3	2026-09-06T11:28:12.190109-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/eval-mteb/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	eval-mteb.hard__structured-summarize__r3	eval-mteb.hard	structured-summarize	3	2026-09-06T12:22:07.012259-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/eval-mteb.hard/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	extract-moves-from-video__structured-summarize__r3	extract-moves-from-video	structured-summarize	3	2026-09-06T11:48:20.133957-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/extract-moves-from-video/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	fibonacci-server__structured-summarize__r3	fibonacci-server	structured-summarize	3	2026-09-06T11:25:01.201606-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/fibonacci-server/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	fix-git__structured-summarize__r3	fix-git	structured-summarize	3	2026-09-06T12:02:26.975682-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/fix-git/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	fix-pandas-version__structured-summarize__r3	fix-pandas-version	structured-summarize	3	2026-09-06T11:31:31.265821-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/fix-pandas-version/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	fix-permissions__structured-summarize__r3	fix-permissions	structured-summarize	3	2026-09-06T11:17:51.313320-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/fix-permissions/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	git-workflow-hack__structured-summarize__r3	git-workflow-hack	structured-summarize	3	2026-09-06T11:58:45.268372-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/git-workflow-hack/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	gpt2-codegolf__structured-summarize__r3	gpt2-codegolf	structured-summarize	3	2026-09-06T11:25:02.988065-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/gpt2-codegolf/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	heterogeneous-dates__structured-summarize__r3	heterogeneous-dates	structured-summarize	3	2026-09-06T12:37:47.313692-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/heterogeneous-dates/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	hf-model-inference__structured-summarize__r3	hf-model-inference	structured-summarize	3	2026-09-06T11:31:27.110411-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/hf-model-inference/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	incompatible-python-fasttext__structured-summarize__r3	incompatible-python-fasttext	structured-summarize	3	2026-09-06T11:11:19.109982-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/incompatible-python-fasttext/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	intrusion-detection__structured-summarize__r3	intrusion-detection	structured-summarize	3	2026-09-06T11:58:37.705312-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/intrusion-detection/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	modernize-fortran-build__structured-summarize__r3	modernize-fortran-build	structured-summarize	3	2026-09-06T11:41:55.202106-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/modernize-fortran-build/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	new-encrypt-command__structured-summarize__r3	new-encrypt-command	structured-summarize	3	2026-09-06T11:55:59.352789-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/new-encrypt-command/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	password-recovery__structured-summarize__r3	password-recovery	structured-summarize	3	2026-09-06T12:05:12.698014-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/password-recovery/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	path-tracing-reverse__structured-summarize__r3	path-tracing-reverse	structured-summarize	3	2026-09-06T11:12:11.271348-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/path-tracing-reverse/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	processing-pipeline__structured-summarize__r3	processing-pipeline	structured-summarize	3	2026-09-06T11:40:35.851896-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/processing-pipeline/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	prove-plus-comm__structured-summarize__r3	prove-plus-comm	structured-summarize	3	2026-09-06T11:11:19.114262-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/prove-plus-comm/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	pytorch-model-cli.hard__structured-summarize__r3	pytorch-model-cli.hard	structured-summarize	3	2026-09-06T11:17:49.936830-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/pytorch-model-cli.hard/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	qemu-alpine-ssh__structured-summarize__r3	qemu-alpine-ssh	structured-summarize	3	2026-09-06T11:25:07.685373-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/qemu-alpine-ssh/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	qemu-startup__structured-summarize__r3	qemu-startup	structured-summarize	3	2026-09-06T12:11:37.568202-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/qemu-startup/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	raman-fitting.easy__structured-summarize__r3	raman-fitting.easy	structured-summarize	3	2026-09-06T11:11:19.105766-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/raman-fitting.easy/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	sanitize-git-repo__structured-summarize__r3	sanitize-git-repo	structured-summarize	3	2026-09-06T11:35:32.363175-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/sanitize-git-repo/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	sanitize-git-repo.hard__structured-summarize__r3	sanitize-git-repo.hard	structured-summarize	3	2026-09-06T12:21:24.297351-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/sanitize-git-repo.hard/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	solana-data__structured-summarize__r3	solana-data	structured-summarize	3	2026-09-06T11:18:35.622296-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/solana-data/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	sqlite-with-gcov__structured-summarize__r3	sqlite-with-gcov	structured-summarize	3	2026-09-06T11:18:37.050208-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/sqlite-with-gcov/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	super-benchmark-upet__structured-summarize__r3	super-benchmark-upet	structured-summarize	3	2026-09-06T11:54:55.207401-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/super-benchmark-upet/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	swe-bench-astropy-2__structured-summarize__r3	swe-bench-astropy-2	structured-summarize	3	2026-09-06T12:11:35.972705-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/swe-bench-astropy-2/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	swe-bench-fsspec__structured-summarize__r3	swe-bench-fsspec	structured-summarize	3	2026-09-06T11:37:51.687758-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/swe-bench-fsspec/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	tmux-advanced-workflow__structured-summarize__r3	tmux-advanced-workflow	structured-summarize	3	2026-09-06T11:11:19.060865-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/tmux-advanced-workflow/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__ss	write-compressor__structured-summarize__r3	write-compressor	structured-summarize	3	2026-09-06T12:05:08.929280-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/write-compressor/structured-summarize/run_3	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-structured-summarize-r3-1788711077451
d05__b3k__su-partial	blind-maze-explorer-5x5__summarization-partial__r1	blind-maze-explorer-5x5	summarization-partial	1	2026-09-05T16:14:57.465219-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/blind-maze-explorer-5x5/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	blind-maze-explorer-algorithm__summarization-partial__r1	blind-maze-explorer-algorithm	summarization-partial	1	2026-09-05T15:31:47.025994-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/blind-maze-explorer-algorithm/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	cartpole-rl-training__summarization-partial__r1	cartpole-rl-training	summarization-partial	1	2026-09-05T18:01:26.784682-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/cartpole-rl-training/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	count-dataset-tokens__summarization-partial__r1	count-dataset-tokens	summarization-partial	1	2026-09-05T15:03:47.848577-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/count-dataset-tokens/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	crack-7z-hash.hard__summarization-partial__r1	crack-7z-hash.hard	summarization-partial	1	2026-09-05T15:54:18.433368-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/crack-7z-hash.hard/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	csv-to-parquet__summarization-partial__r1	csv-to-parquet	summarization-partial	1	2026-09-05T15:23:56.634262-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/csv-to-parquet/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	decommissioning-service-with-sensitive-data__summarization-partial__r1	decommissioning-service-with-sensitive-data	summarization-partial	1	2026-09-05T16:13:27.356402-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/decommissioning-service-with-sensitive-data/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	download-youtube__summarization-partial__r1	download-youtube	summarization-partial	1	2026-09-05T16:00:41.190118-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/download-youtube/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	eval-mteb__summarization-partial__r1	eval-mteb	summarization-partial	1	2026-09-05T15:14:13.482451-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/eval-mteb/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	eval-mteb.hard__summarization-partial__r1	eval-mteb.hard	summarization-partial	1	2026-09-05T16:11:20.081098-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/eval-mteb.hard/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	extract-moves-from-video__summarization-partial__r1	extract-moves-from-video	summarization-partial	1	2026-09-05T15:35:43.486417-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/extract-moves-from-video/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	fibonacci-server__summarization-partial__r1	fibonacci-server	summarization-partial	1	2026-09-05T15:11:07.575242-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/fibonacci-server/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	fix-git__summarization-partial__r1	fix-git	summarization-partial	1	2026-09-05T15:47:55.239720-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/fix-git/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	fix-pandas-version__summarization-partial__r1	fix-pandas-version	summarization-partial	1	2026-09-05T15:17:33.780850-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/fix-pandas-version/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	fix-permissions__summarization-partial__r1	fix-permissions	summarization-partial	1	2026-09-05T15:03:49.972841-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/fix-permissions/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	git-workflow-hack__summarization-partial__r1	git-workflow-hack	summarization-partial	1	2026-09-05T15:47:11.797838-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/git-workflow-hack/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	gpt2-codegolf__summarization-partial__r1	gpt2-codegolf	summarization-partial	1	2026-09-05T15:11:09.371238-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/gpt2-codegolf/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	heterogeneous-dates__summarization-partial__r1	heterogeneous-dates	summarization-partial	1	2026-09-05T18:01:26.791922-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/heterogeneous-dates/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	hf-model-inference__summarization-partial__r1	hf-model-inference	summarization-partial	1	2026-09-05T15:17:33.048777-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/hf-model-inference/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	incompatible-python-fasttext__summarization-partial__r1	incompatible-python-fasttext	summarization-partial	1	2026-09-05T14:57:16.395166-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/incompatible-python-fasttext/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	intrusion-detection__summarization-partial__r1	intrusion-detection	summarization-partial	1	2026-09-05T15:44:35.473323-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/intrusion-detection/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	modernize-fortran-build__summarization-partial__r1	modernize-fortran-build	summarization-partial	1	2026-09-05T15:30:22.364604-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/modernize-fortran-build/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	new-encrypt-command__summarization-partial__r1	new-encrypt-command	summarization-partial	1	2026-09-05T15:42:11.869121-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/new-encrypt-command/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	password-recovery__summarization-partial__r1	password-recovery	summarization-partial	1	2026-09-05T15:53:37.325112-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/password-recovery/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	path-tracing-reverse__summarization-partial__r1	path-tracing-reverse	summarization-partial	1	2026-09-05T15:01:23.933663-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/path-tracing-reverse/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	processing-pipeline__summarization-partial__r1	processing-pipeline	summarization-partial	1	2026-09-05T15:29:18.041762-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/processing-pipeline/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	prove-plus-comm__summarization-partial__r1	prove-plus-comm	summarization-partial	1	2026-09-05T14:57:16.399742-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/prove-plus-comm/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	pytorch-model-cli.hard__summarization-partial__r1	pytorch-model-cli.hard	summarization-partial	1	2026-09-05T15:03:49.254474-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/pytorch-model-cli.hard/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	qemu-alpine-ssh__summarization-partial__r1	qemu-alpine-ssh	summarization-partial	1	2026-09-05T15:14:12.739926-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/qemu-alpine-ssh/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	qemu-startup__summarization-partial__r1	qemu-startup	summarization-partial	1	2026-09-05T16:00:02.859598-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/qemu-startup/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	raman-fitting.easy__summarization-partial__r1	raman-fitting.easy	summarization-partial	1	2026-09-05T14:57:16.390750-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/raman-fitting.easy/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	sanitize-git-repo__summarization-partial__r1	sanitize-git-repo	summarization-partial	1	2026-09-05T15:22:55.113144-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/sanitize-git-repo/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	sanitize-git-repo.hard__summarization-partial__r1	sanitize-git-repo.hard	summarization-partial	1	2026-09-05T16:07:04.511385-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/sanitize-git-repo.hard/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	solana-data__summarization-partial__r1	solana-data	summarization-partial	1	2026-09-05T15:04:29.774674-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/solana-data/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	sqlite-with-gcov__summarization-partial__r1	sqlite-with-gcov	summarization-partial	1	2026-09-05T15:07:48.514537-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/sqlite-with-gcov/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	super-benchmark-upet__summarization-partial__r1	super-benchmark-upet	summarization-partial	1	2026-09-05T15:42:10.063895-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/super-benchmark-upet/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	swe-bench-astropy-2__summarization-partial__r1	swe-bench-astropy-2	summarization-partial	1	2026-09-05T15:57:28.654276-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/swe-bench-astropy-2/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	swe-bench-fsspec__summarization-partial__r1	swe-bench-fsspec	summarization-partial	1	2026-09-05T15:24:38.268953-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/swe-bench-fsspec/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	tmux-advanced-workflow__summarization-partial__r1	tmux-advanced-workflow	summarization-partial	1	2026-09-05T14:57:16.342715-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/tmux-advanced-workflow/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	write-compressor__summarization-partial__r1	write-compressor	summarization-partial	1	2026-09-05T15:51:02.598010-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/write-compressor/summarization-partial/run_1	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r1-1788638234822
d05__b3k__su-partial	blind-maze-explorer-5x5__summarization-partial__r2	blind-maze-explorer-5x5	summarization-partial	2	2026-09-05T23:17:00.134801-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/blind-maze-explorer-5x5/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	blind-maze-explorer-algorithm__summarization-partial__r2	blind-maze-explorer-algorithm	summarization-partial	2	2026-09-05T19:38:32.669559-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/blind-maze-explorer-algorithm/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	cartpole-rl-training__summarization-partial__r2	cartpole-rl-training	summarization-partial	2	2026-09-05T23:17:00.142257-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/cartpole-rl-training/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	count-dataset-tokens__summarization-partial__r2	count-dataset-tokens	summarization-partial	2	2026-09-05T19:10:35.743432-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/count-dataset-tokens/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	crack-7z-hash.hard__summarization-partial__r2	crack-7z-hash.hard	summarization-partial	2	2026-09-05T20:02:08.534689-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/crack-7z-hash.hard/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	csv-to-parquet__summarization-partial__r2	csv-to-parquet	summarization-partial	2	2026-09-05T19:30:50.744655-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/csv-to-parquet/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
d05__b3k__su-partial	decommissioning-service-with-sensitive-data__summarization-partial__r2	decommissioning-service-with-sensitive-data	summarization-partial	2	2026-09-05T23:17:00.126706-05:00	ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial/decommissioning-service-with-sensitive-data/summarization-partial/run_2	logs/harbor_jobs/terminalbench/glm47flash/glm47flash-summarization-partial-r2-1788653044362
