task,run,model,section,primitive,condition,cell,budget,depth,difficulty,cohorts,cause,cause_label,cause_detail,resolved,failure_mode,exit_status,exit_status_source,harness_returncode,ctx_error_in_log,model_ctx_window,step_count,max_step_prompt_tokens,total_tokens,latency_e2e_s,latency_llm_s,patch_generated,compression_events,seeded_from,run_dir
sympy__sympy-13798,2,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,46,18759,529724,209.28,199.121,True,0,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-13798/trc-ss/run_2
sympy__sympy-13798,3,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,75,21903,1083537,335.88,310.649,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-13798/trc-ss/run_3
sympy__sympy-13878,1,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,>4 hours,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,65536,125,21936,1894622,451.74,364.622,False,2,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-13878/trc-ss/run_1
sympy__sympy-13878,2,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,>4 hours,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,65536,125,22397,1788378,375.26,287.888,False,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-13878/trc-ss/run_2
sympy__sympy-13878,3,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,>4 hours,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,65536,125,22360,1922398,421.76,398.018,False,3,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-13878/trc-ss/run_3
sympy__sympy-14248,1,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,124,22123,1847747,374.53,345.853,True,2,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-14248/trc-ss/run_1
sympy__sympy-14248,2,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,1-4 hours,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,65536,125,23052,1780320,362.98,333.66,False,3,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-14248/trc-ss/run_2
sympy__sympy-14248,3,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,1-4 hours,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,65536,125,22416,1759740,355.41,312.212,False,2,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-14248/trc-ss/run_3
sympy__sympy-14531,1,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,94,21920,1278671,241.75,215.584,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-14531/trc-ss/run_1
sympy__sympy-14531,2,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,65536,125,21634,1600797,333.45,284.168,False,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-14531/trc-ss/run_2
sympy__sympy-15017,1,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,<15 min fix,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,46,17129,489546,141.29,106.2,True,0,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-15017/trc-ss/run_1
sympy__sympy-15017,2,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,<15 min fix,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,44,15268,415972,137.78,107.93,True,0,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-15017/trc-ss/run_2
sympy__sympy-15875,3,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,70,21913,942386,278.98,248.441,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-15875/trc-ss/run_3
sympy__sympy-17139,3,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,69,17714,606274,246.89,139.831,True,0,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-17139/trc-ss/run_3
sympy__sympy-17318,1,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,36,15621,332103,179.9,102.842,True,0,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-17318/trc-ss/run_1
sympy__sympy-17318,2,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,42,16947,420150,217.82,139.443,True,0,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-17318/trc-ss/run_2
sympy__sympy-17318,3,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,64,22099,758669,261.36,180.392,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-17318/trc-ss/run_3
sympy__sympy-17630,1,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,1-4 hours,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,53,21698,696050,358.68,236.925,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-17630/trc-ss/run_1
sympy__sympy-17630,2,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,1-4 hours,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,80,22106,1252261,422.45,379.478,True,4,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-17630/trc-ss/run_2
sympy__sympy-17630,3,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,1-4 hours,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,71,21955,1001799,332.36,283.219,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-17630/trc-ss/run_3
sympy__sympy-18199,1,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,39,20990,480851,122.82,93.577,True,0,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-18199/trc-ss/run_1
sympy__sympy-18199,2,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,51,23014,683648,219.19,199.252,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-18199/trc-ss/run_2
sympy__sympy-18199,3,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,57,22712,775754,211.44,192.717,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-18199/trc-ss/run_3
sympy__sympy-18211,3,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,87,21829,1221251,278.99,253.33,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-18211/trc-ss/run_3
sympy__sympy-19040,1,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,65536,125,23021,2036262,436.91,412.089,False,4,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-19040/trc-ss/run_1
sympy__sympy-19040,2,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,65536,125,22326,1903287,443.96,406.329,False,4,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-19040/trc-ss/run_2
sympy__sympy-19040,3,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,65536,125,22604,1883542,427.06,393.934,False,3,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-19040/trc-ss/run_3
sympy__sympy-20438,1,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,65536,125,22505,1922255,353.24,322.804,False,2,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-20438/trc-ss/run_1
sympy__sympy-20438,2,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,96,22624,1332264,320.65,281.098,True,2,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-20438/trc-ss/run_2
sympy__sympy-20438,3,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,65536,125,22497,1987934,410.59,385.8,False,3,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-20438/trc-ss/run_3
sympy__sympy-20916,1,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,<15 min fix,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,65536,125,22621,1893401,363.37,334.482,False,2,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-20916/trc-ss/run_1
sympy__sympy-20916,2,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,102,22491,1416173,585.41,365.883,True,2,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-20916/trc-ss/run_2
sympy__sympy-20916,3,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,68,22502,1001155,252.92,232.863,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-20916/trc-ss/run_3
sympy__sympy-22456,1,devstral24b,main,trc-ss,trc-ss,di__b21k__trc-ss,21000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,65536,125,22239,1963850,435.38,394.018,False,3,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-ss/sympy__sympy-22456/trc-ss/run_1
django__django-11087,1,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,118,22872,1744392,845.8,668.211,True,7,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-11087/trc-su/run_1
django__django-11087,2,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,82,22625,1158235,254.92,172.552,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-11087/trc-su/run_2
django__django-11087,3,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,68,22279,977239,286.47,257.251,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-11087/trc-su/run_3
django__django-11433,1,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,100,22549,1517355,474.6,411.141,True,3,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-11433/trc-su/run_1
django__django-11433,3,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,<15 min fix,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,49,22721,677364,279.13,253.868,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-11433/trc-su/run_3
django__django-11477,1,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,73,22458,1014027,395.53,337.523,True,2,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-11477/trc-su/run_1
django__django-11477,2,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,124,22988,1913783,806.76,689.361,True,6,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-11477/trc-su/run_2
django__django-11477,3,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,79,22785,1125787,401.3,345.664,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-11477/trc-su/run_3
django__django-11734,1,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,65536,125,22597,2023280,456.64,409.942,False,6,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-11734/trc-su/run_1
django__django-11734,2,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,112,23128,1796969,459.83,417.449,True,4,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-11734/trc-su/run_2
django__django-11734,3,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,65536,125,23289,2059943,376.07,324.802,False,2,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-11734/trc-su/run_3
django__django-12143,3,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,33,14894,285972,259.18,226.212,True,0,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-12143/trc-su/run_3
django__django-12273,1,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,118,22523,1733451,763.76,687.736,True,4,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-12273/trc-su/run_1
django__django-12273,2,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,93,22222,1385346,454.44,409.477,True,3,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-12273/trc-su/run_2
django__django-12273,3,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;abl30;abl25,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,65536,125,22509,1680948,594.33,504.699,False,4,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-12273/trc-su/run_3
django__django-12325,1,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,75,22593,1096293,410.56,367.395,True,2,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-12325/trc-su/run_1
django__django-12325,2,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,63,22730,827901,324.36,290.051,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-12325/trc-su/run_2
django__django-12325,3,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,58,21817,763020,288.21,266.387,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-12325/trc-su/run_3
django__django-12663,1,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,102,22738,1403760,400.64,354.725,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-12663/trc-su/run_1
django__django-12663,2,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,90,22465,1357425,509.18,447.195,True,5,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-12663/trc-su/run_2
django__django-12663,3,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,65536,125,22987,1827070,411.9,312.894,False,2,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-12663/trc-su/run_3
django__django-13964,1,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,56,22285,763791,308.54,194.754,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-13964/trc-su/run_1
django__django-13964,2,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,72,22720,1052258,298.27,264.252,True,2,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-13964/trc-su/run_2
django__django-13964,3,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;abl30;abl25,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,51,21747,624940,272.41,241.786,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-13964/trc-su/run_3
django__django-14351,1,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,103,23500,1795780,404.4,327.36,True,3,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-14351/trc-su/run_1
django__django-14351,2,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,102,23210,1743344,519.67,386.464,True,5,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-14351/trc-su/run_2
django__django-14351,3,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,90,22310,1413226,499.54,375.282,True,3,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-14351/trc-su/run_3
django__django-14725,1,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,step_limit,125 step limit (LimitsExceeded),,,limits_exceeded,LimitsExceeded,outcomes_csv,0,,65536,125,23191,1843032,653.36,571.498,False,5,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-14725/trc-su/run_1
django__django-14725,2,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,65,22314,926017,362.15,324.982,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-14725/trc-su/run_2
django__django-14725,3,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,90,22230,1309670,428.26,387.809,True,2,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-14725/trc-su/run_3
django__django-15098,1,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,97,22905,1506741,422.22,322.007,True,2,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-15098/trc-su/run_1
django__django-15098,2,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,64,22277,826412,325.47,254.639,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-15098/trc-su/run_2
django__django-15098,3,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,81,23495,1237673,392.1,323.643,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-15098/trc-su/run_3
django__django-15525,1,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,97,23453,1537789,505.07,435.252,True,5,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-15525/trc-su/run_1
django__django-15525,2,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,96,22958,1491496,496.85,419.69,True,8,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-15525/trc-su/run_2
django__django-15525,3,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,15 min - 1 hour,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,59,21805,795382,351.77,331.036,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-15525/trc-su/run_3
django__django-15629,1,devstral24b,main,trc-su,trc-su,di__b21k__trc-su,21000,0.5,1-4 hours,p100;new70,submitted_unresolved,"agent submitted, patch did not resolve",wrong_patch,False,submitted_unresolved,Submitted,outcomes_csv,0,,65536,64,22813,933165,317.72,288.122,True,1,,ICLR_results/swebench/main/devstral24b/di__b21k__trc-su/django__django-15629/trc-su/run_1
